Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue,Buy_or_not
Hospital 1375,District 17,Instrument 2,86038,1
Hospital 1375,District 18,Instrument 2,44574,1
Hospital 1375,District 20,Instrument 2,17507,1
Hospital 1375,District 20,Instrument 3,5508,1
Hospital 1375,District 34,Instrument 2,1014,1
Hospital 1376,District 13,Instrument 5,2088,1
Hospital 1377,District 13,Instrument 2,1980,1
Hospital 1377,District 50,Instrument 2,12302,1
Hospital 1377,District 50,Instrument 3,7961,1
Hospital 1378,District 13,Instrument 2,3024,1
Hospital 1379,District 39,Instrument 4,264,1
Hospital 1379,District 44,Instrument 2,453096,1
Hospital 1379,District 44,Instrument 3,19320,1
Hospital 138,District 13,Instrument 2,218779,1
Hospital 138,District 13,Instrument 3,19932,1
Hospital 138,District 13,Instrument 4,35400,1
Hospital 138,District 15,Instrument 2,241,1
Hospital 138,District 15,Instrument 3,7920,1
Hospital 138,District 20,Instrument 3,32004,1
Hospital 138,District 28,Instrument 2,113724,1
Hospital 138,District 28,Instrument 3,70770,1
Hospital 138,District 28,Instrument 4,34200,1
Hospital 138,District 50,Instrument 2,82726,1
Hospital 138,District 50,Instrument 3,31238,1
Hospital 1380,District 12,Instrument 2,95754,1
Hospital 1380,District 12,Instrument 3,27468,1
Hospital 1380,District 20,Instrument 2,9720,1
Hospital 1380,District 20,Instrument 3,3480,1
Hospital 1382,District 20,Instrument 2,11088,1
Hospital 1382,District 20,Instrument 3,552,1
Hospital 1382,District 28,Instrument 2,8871,1
Hospital 1382,District 50,Instrument 2,54121,1
Hospital 1383,District 13,Instrument 2,4166,1
Hospital 1383,District 13,Instrument 3,3627,1
Hospital 1383,District 13,Instrument 5,60672,1
Hospital 1384,District 13,Instrument 5,15060,1
Hospital 1386,District 34,Instrument 2,27420,1
Hospital 1386,District 34,Instrument 3,5088,1
Hospital 1386,District 34,Instrument 5,300,1
Hospital 1386,District 34,Instrument 7,300,1
Hospital 1387,District 13,Instrument 2,66360,1
Hospital 1387,District 13,Instrument 3,19260,1
Hospital 1387,District 15,Instrument 2,74448,1
Hospital 1387,District 20,Instrument 3,12000,1
Hospital 1387,District 34,Instrument 2,2772,1
Hospital 1387,District 34,Instrument 3,3468,1
Hospital 1387,District 50,Instrument 2,15876,1
Hospital 139,District 20,Instrument 2,5906,1
Hospital 139,District 20,Instrument 3,177,1
Hospital 1390,District 13,Instrument 2,230255,1
Hospital 1390,District 13,Instrument 3,61068,1
Hospital 1390,District 13,Instrument 4,11250,1
Hospital 1390,District 18,Instrument 2,652741,1
Hospital 1390,District 18,Instrument 3,237236,1
Hospital 1390,District 18,Instrument 5,54840,1
Hospital 1390,District 18,Instrument 7,78664,1
Hospital 1390,District 18,Instrument 8,4553022,1
Hospital 1390,District 20,Instrument 2,33600,1
Hospital 1390,District 20,Instrument 3,12420,1
Hospital 1390,District 28,Instrument 2,1500,1
Hospital 1390,District 28,Instrument 3,13860,1
Hospital 1390,District 28,Instrument 8,31784,1
Hospital 1390,District 32,Instrument 2,6600,1
Hospital 1390,District 32,Instrument 3,1788,1
Hospital 1390,District 34,Instrument 2,198,1
Hospital 1390,District 39,Instrument 2,126,1
Hospital 1390,District 50,Instrument 2,1359526,1
Hospital 1390,District 50,Instrument 3,209192,1
Hospital 1390,District 50,Instrument 5,209225,1
Hospital 1390,District 50,Instrument 7,105296,1
Hospital 1390,District 8,Instrument 2,30000,1
Hospital 1391,District 15,Instrument 2,3840,1
Hospital 1391,District 28,Instrument 2,25596,1
Hospital 1391,District 28,Instrument 3,26856,1
Hospital 1391,District 32,Instrument 2,10856,1
Hospital 1391,District 50,Instrument 3,368,1
Hospital 1392,District 20,Instrument 3,3309,1
Hospital 1393,District 12,Instrument 3,45000,1
Hospital 1393,District 13,Instrument 2,94998,1
Hospital 1393,District 13,Instrument 3,53396,1
Hospital 1393,District 13,Instrument 4,188090,1
Hospital 1393,District 17,Instrument 4,2592,1
Hospital 1393,District 19,Instrument 2,1200,1
Hospital 1393,District 28,Instrument 5,27941,1
Hospital 1393,District 34,Instrument 3,2880,1
Hospital 1393,District 34,Instrument 4,216,1
Hospital 1393,District 50,Instrument 2,107382,1
Hospital 1393,District 50,Instrument 3,26220,1
Hospital 1394,District 20,Instrument 2,15810,1
Hospital 1394,District 20,Instrument 3,9462,1
Hospital 1394,District 28,Instrument 2,61692,1
Hospital 1394,District 28,Instrument 4,504,1
Hospital 1394,District 32,Instrument 2,34560,1
Hospital 1394,District 32,Instrument 3,2700,1
Hospital 1394,District 32,Instrument 5,27000,1
Hospital 1394,District 41,Instrument 2,36420,1
Hospital 1394,District 41,Instrument 3,27564,1
Hospital 1394,District 41,Instrument 5,24000,1
Hospital 1394,District 50,Instrument 2,102474,1
Hospital 1394,District 50,Instrument 3,5478,1
Hospital 1394,District 50,Instrument 5,191180,1
Hospital 1395,District 13,Instrument 2,606,1
Hospital 1395,District 13,Instrument 3,942,1
Hospital 1396,District 13,Instrument 2,7245,1
Hospital 1396,District 15,Instrument 2,13650,1
Hospital 1396,District 20,Instrument 2,160308,1
Hospital 1396,District 20,Instrument 3,45936,1
Hospital 1396,District 28,Instrument 2,24536,1
Hospital 1396,District 28,Instrument 3,20427,1
Hospital 1396,District 28,Instrument 4,7005,1
Hospital 1396,District 41,Instrument 2,21720,1
Hospital 1396,District 41,Instrument 3,3780,1
Hospital 1396,District 41,Instrument 5,2700,1
Hospital 1397,District 28,Instrument 2,8904,1
Hospital 1397,District 28,Instrument 3,11616,1
Hospital 1399,District 13,Instrument 2,13244,1
Hospital 1399,District 13,Instrument 4,3596,1
Hospital 1399,District 13,Instrument 5,6930,1
Hospital 1399,District 20,Instrument 2,804,1
Hospital 1399,District 20,Instrument 3,552,1
Hospital 14,District 20,Instrument 2,804,1
Hospital 14,District 20,Instrument 3,552,1
Hospital 14,District 20,Instrument 7,47358,1
Hospital 14,District 34,Instrument 2,240,1
Hospital 14,District 39,Instrument 2,2700,1
Hospital 14,District 41,Instrument 2,599200,1
Hospital 14,District 41,Instrument 3,466453,1
Hospital 14,District 41,Instrument 5,724575,1
Hospital 14,District 41,Instrument 8,17418,1
Hospital 14,District 43,Instrument 2,9540,1
Hospital 140,District 10,Instrument 2,31077,1
Hospital 140,District 10,Instrument 3,112858,1
Hospital 140,District 13,Instrument 2,432648,1
Hospital 140,District 13,Instrument 3,246902,1
Hospital 140,District 13,Instrument 5,149304,1
Hospital 140,District 15,Instrument 2,75960,1
Hospital 140,District 15,Instrument 3,27720,1
Hospital 140,District 15,Instrument 5,7200,1
Hospital 140,District 15,Instrument 7,9000,1
Hospital 140,District 18,Instrument 2,4892,1
Hospital 140,District 32,Instrument 2,31500,1
Hospital 140,District 32,Instrument 3,3420,1
Hospital 140,District 32,Instrument 5,6000,1
Hospital 140,District 34,Instrument 2,9456,1
Hospital 140,District 34,Instrument 3,6600,1
Hospital 140,District 34,Instrument 4,210,1
Hospital 140,District 34,Instrument 7,6300,1
Hospital 140,District 50,Instrument 2,27900,1
Hospital 140,District 50,Instrument 3,129300,1
Hospital 1400,District 41,Instrument 3,14400,1
Hospital 1400,District 48,Instrument 2,13104,1
Hospital 1403,District 13,Instrument 2,4212,1
Hospital 1403,District 13,Instrument 3,282,1
Hospital 1403,District 20,Instrument 2,2374,1
Hospital 1403,District 20,Instrument 3,3189,1
Hospital 1403,District 28,Instrument 3,3061,1
Hospital 1403,District 41,Instrument 2,480,1
Hospital 1403,District 50,Instrument 3,11094,1
Hospital 1404,District 10,Instrument 2,36061,1
Hospital 1404,District 13,Instrument 2,1735,1
Hospital 1404,District 13,Instrument 4,936,1
Hospital 1404,District 20,Instrument 2,22428,1
Hospital 1404,District 20,Instrument 3,88386,1
Hospital 1404,District 32,Instrument 2,33600,1
Hospital 1404,District 32,Instrument 5,42000,1
Hospital 1404,District 41,Instrument 2,7800,1
Hospital 1404,District 41,Instrument 3,9750,1
Hospital 1404,District 50,Instrument 5,183179,1
Hospital 1404,District 50,Instrument 8,19377,1
Hospital 1405,District 13,Instrument 2,2988,1
Hospital 1405,District 20,Instrument 3,36300,1
Hospital 1405,District 34,Instrument 2,121797,1
Hospital 1405,District 34,Instrument 3,50418,1
Hospital 1405,District 34,Instrument 5,15360,1
Hospital 1407,District 13,Instrument 2,6978,1
Hospital 1407,District 13,Instrument 4,4896,1
Hospital 1407,District 13,Instrument 5,7530,1
Hospital 1407,District 20,Instrument 2,22577,1
Hospital 1407,District 20,Instrument 3,1908,1
Hospital 1407,District 39,Instrument 2,6387,1
Hospital 1407,District 39,Instrument 4,479,1
Hospital 1407,District 8,Instrument 2,3348,1
Hospital 1408,District 50,Instrument 2,11632,1
Hospital 1408,District 50,Instrument 3,106257,1
Hospital 1409,District 20,Instrument 2,27060,1
Hospital 1409,District 20,Instrument 3,8400,1
Hospital 1409,District 41,Instrument 2,25200,1
Hospital 1409,District 41,Instrument 3,6492,1
Hospital 1409,District 41,Instrument 5,600,1
Hospital 1409,District 50,Instrument 2,180398,1
Hospital 1409,District 50,Instrument 3,8261,1
Hospital 141,District 39,Instrument 2,3821,1
Hospital 141,District 39,Instrument 4,798,1
Hospital 141,District 39,Instrument 7,421,1
Hospital 1410,District 17,Instrument 2,23201,1
Hospital 1410,District 18,Instrument 7,28289,1
Hospital 1410,District 50,Instrument 5,868411,1
Hospital 1410,District 50,Instrument 7,33661,1
Hospital 1410,District 50,Instrument 8,94534,1
Hospital 1411,District 13,Instrument 2,19968,1
Hospital 1412,District 12,Instrument 2,48720,1
Hospital 1412,District 12,Instrument 3,27990,1
Hospital 1412,District 13,Instrument 2,7680,1
Hospital 1412,District 13,Instrument 3,120,1
Hospital 1412,District 13,Instrument 5,2268,1
Hospital 1412,District 15,Instrument 2,9240,1
Hospital 1412,District 15,Instrument 3,625,1
Hospital 1412,District 20,Instrument 2,39204,1
Hospital 1412,District 20,Instrument 3,424552,1
Hospital 1412,District 28,Instrument 2,19538,1
Hospital 1412,District 28,Instrument 3,1932,1
Hospital 1412,District 28,Instrument 7,10447,1
Hospital 1412,District 32,Instrument 2,40200,1
Hospital 1412,District 32,Instrument 3,30150,1
Hospital 1412,District 32,Instrument 5,4800,1
Hospital 1412,District 34,Instrument 2,9600,1
Hospital 1412,District 34,Instrument 3,8760,1
Hospital 1413,District 13,Instrument 2,480,1
Hospital 1413,District 20,Instrument 2,22680,1
Hospital 1413,District 20,Instrument 3,66182,1
Hospital 1413,District 41,Instrument 2,92393,1
Hospital 1413,District 41,Instrument 3,112320,1
Hospital 1413,District 41,Instrument 5,15680,1
Hospital 1414,District 28,Instrument 2,4164,1
Hospital 1414,District 28,Instrument 3,4680,1
Hospital 1414,District 50,Instrument 2,20451,1
Hospital 1415,District 13,Instrument 3,29276,1
Hospital 1417,District 13,Instrument 5,243450,1
Hospital 1418,District 50,Instrument 3,32833,1
Hospital 1419,District 39,Instrument 2,52795,1
Hospital 1419,District 39,Instrument 4,27839,1
Hospital 1419,District 39,Instrument 7,62076,1
Hospital 1419,District 50,Instrument 2,5625,1
Hospital 1421,District 13,Instrument 2,2610,1
Hospital 1422,District 13,Instrument 2,37782,1
Hospital 1422,District 13,Instrument 5,32364,1
Hospital 1422,District 20,Instrument 2,41964,1
Hospital 1422,District 20,Instrument 3,19922,1
Hospital 1422,District 20,Instrument 7,234,1
Hospital 1422,District 20,Instrument 8,120,1
Hospital 1422,District 41,Instrument 2,27000,1
Hospital 1422,District 41,Instrument 3,12642,1
Hospital 1422,District 8,Instrument 2,3600,1
Hospital 1423,District 13,Instrument 2,37274,1
Hospital 1423,District 20,Instrument 2,718,1
Hospital 1425,District 39,Instrument 7,30054,1
Hospital 1426,District 20,Instrument 2,402,1
Hospital 1427,District 13,Instrument 2,34968,1
Hospital 1427,District 13,Instrument 3,5394,1
Hospital 1427,District 13,Instrument 5,20976,1
Hospital 1427,District 20,Instrument 3,2110,1
Hospital 1427,District 50,Instrument 2,4350,1
Hospital 1429,District 13,Instrument 3,23682,1
Hospital 1429,District 15,Instrument 2,648,1
Hospital 1429,District 18,Instrument 3,58710,1
Hospital 1429,District 20,Instrument 2,20580,1
Hospital 1429,District 20,Instrument 3,52296,1
Hospital 1429,District 34,Instrument 2,4740,1
Hospital 1429,District 34,Instrument 3,768,1
Hospital 1429,District 39,Instrument 7,25001,1
Hospital 1429,District 50,Instrument 2,31662,1
Hospital 1429,District 50,Instrument 3,15533,1
Hospital 1429,District 50,Instrument 5,110577,1
Hospital 1429,District 8,Instrument 2,23364,1
Hospital 1430,District 39,Instrument 7,2503,1
Hospital 1430,District 41,Instrument 2,2244,1
Hospital 1430,District 41,Instrument 3,4485,1
Hospital 1430,District 41,Instrument 5,180,1
Hospital 1431,District 50,Instrument 3,1504,1
Hospital 1432,District 20,Instrument 3,7732,1
Hospital 1433,District 13,Instrument 2,24370,1
Hospital 1433,District 13,Instrument 3,66305,1
Hospital 1433,District 13,Instrument 4,15780,1
Hospital 1433,District 20,Instrument 2,32189,1
Hospital 1433,District 20,Instrument 3,1379,1
Hospital 1433,District 50,Instrument 2,40317,1
Hospital 1433,District 50,Instrument 3,102246,1
Hospital 1434,District 20,Instrument 2,4722,1
Hospital 1434,District 20,Instrument 3,3900,1
Hospital 1434,District 50,Instrument 7,15348,1
Hospital 1435,District 34,Instrument 2,4920,1
Hospital 1435,District 34,Instrument 3,2430,1
Hospital 1435,District 34,Instrument 4,3000,1
Hospital 1435,District 34,Instrument 5,120,1
Hospital 1435,District 34,Instrument 7,900,1
Hospital 1436,District 12,Instrument 2,160650,1
Hospital 1436,District 12,Instrument 3,69628,1
Hospital 1436,District 13,Instrument 2,386190,1
Hospital 1436,District 13,Instrument 3,213184,1
Hospital 1436,District 13,Instrument 4,69300,1
Hospital 1436,District 20,Instrument 2,55308,1
Hospital 1436,District 20,Instrument 3,115776,1
Hospital 1436,District 28,Instrument 2,92743,1
Hospital 1436,District 28,Instrument 3,49622,1
Hospital 1436,District 28,Instrument 4,30893,1
Hospital 1436,District 32,Instrument 2,720,1
Hospital 1436,District 41,Instrument 2,72604,1
Hospital 1436,District 41,Instrument 3,23915,1
Hospital 1436,District 41,Instrument 5,29700,1
Hospital 1436,District 44,Instrument 2,170588,1
Hospital 1436,District 44,Instrument 3,51751,1
Hospital 1436,District 50,Instrument 2,107947,1
Hospital 1436,District 50,Instrument 3,114296,1
Hospital 1436,District 8,Instrument 2,24510,1
Hospital 1437,District 13,Instrument 2,240,1
Hospital 1437,District 13,Instrument 3,480,1
Hospital 1437,District 13,Instrument 5,10716,1
Hospital 1437,District 50,Instrument 7,2435534,1
Hospital 1437,District 8,Instrument 2,5940,1
Hospital 1438,District 34,Instrument 3,764,1
Hospital 1439,District 13,Instrument 3,6438,1
Hospital 1439,District 15,Instrument 2,480,1
Hospital 1439,District 17,Instrument 2,1264,1
Hospital 1439,District 17,Instrument 3,173,1
Hospital 1439,District 20,Instrument 2,68904,1
Hospital 1439,District 20,Instrument 3,56963,1
Hospital 1439,District 31,Instrument 2,35573,1
Hospital 1439,District 32,Instrument 2,6600,1
Hospital 1439,District 32,Instrument 3,3696,1
Hospital 1439,District 34,Instrument 3,1800,1
Hospital 1439,District 41,Instrument 2,59607,1
Hospital 1439,District 41,Instrument 3,42011,1
Hospital 1439,District 50,Instrument 2,15537,1
Hospital 1439,District 50,Instrument 3,536,1
Hospital 1439,District 52,Instrument 7,28496,1
Hospital 144,District 13,Instrument 2,768476,1
Hospital 144,District 13,Instrument 3,144462,1
Hospital 144,District 15,Instrument 2,43248,1
Hospital 144,District 15,Instrument 5,19500,1
Hospital 144,District 15,Instrument 7,19800,1
Hospital 144,District 28,Instrument 2,48750,1
Hospital 144,District 28,Instrument 3,1692,1
Hospital 144,District 34,Instrument 2,21228,1
Hospital 144,District 34,Instrument 3,2289,1
Hospital 144,District 34,Instrument 4,288,1
Hospital 144,District 41,Instrument 2,59402,1
Hospital 144,District 41,Instrument 3,17400,1
Hospital 144,District 41,Instrument 5,30876,1
Hospital 144,District 41,Instrument 8,1440,1
Hospital 1440,District 10,Instrument 2,19882,1
Hospital 1440,District 10,Instrument 3,1263,1
Hospital 1440,District 10,Instrument 7,2436,1
Hospital 1440,District 12,Instrument 2,377712,1
Hospital 1440,District 12,Instrument 3,469578,1
Hospital 1440,District 13,Instrument 2,2124953,1
Hospital 1440,District 13,Instrument 3,326568,1
Hospital 1440,District 13,Instrument 4,2100,1
Hospital 1440,District 13,Instrument 5,1149307,1
Hospital 1440,District 13,Instrument 8,72197,1
Hospital 1440,District 17,Instrument 2,6468,1
Hospital 1440,District 18,Instrument 2,92736,1
Hospital 1440,District 18,Instrument 3,92736,1
Hospital 1440,District 18,Instrument 5,664,1
Hospital 1440,District 18,Instrument 7,2934,1
Hospital 1440,District 20,Instrument 2,44838,1
Hospital 1440,District 20,Instrument 3,7434,1
Hospital 1440,District 20,Instrument 7,2700,1
Hospital 1440,District 20,Instrument 8,48570,1
Hospital 1440,District 25,Instrument 2,30744,1
Hospital 1440,District 25,Instrument 3,2796,1
Hospital 1440,District 28,Instrument 2,64326,1
Hospital 1440,District 28,Instrument 3,1050,1
Hospital 1440,District 28,Instrument 8,2636,1
Hospital 1440,District 3,Instrument 2,68742,1
Hospital 1440,District 32,Instrument 2,70038,1
Hospital 1440,District 32,Instrument 8,7830,1
Hospital 1440,District 37,Instrument 2,4824,1
Hospital 1440,District 37,Instrument 3,2670,1
Hospital 1440,District 39,Instrument 2,410,1
Hospital 1440,District 4,Instrument 2,38052,1
Hospital 1440,District 40,Instrument 2,11232,1
Hospital 1440,District 41,Instrument 2,251790,1
Hospital 1440,District 41,Instrument 3,191285,1
Hospital 1440,District 41,Instrument 5,10418,1
Hospital 1440,District 41,Instrument 8,152100,1
Hospital 1440,District 44,Instrument 2,54912,1
Hospital 1440,District 44,Instrument 3,20280,1
Hospital 1440,District 46,Instrument 2,6030,1
Hospital 1440,District 46,Instrument 3,834,1
Hospital 1440,District 50,Instrument 2,39192,1
Hospital 1440,District 50,Instrument 3,13492,1
Hospital 1440,District 8,Instrument 2,18694,1
Hospital 1441,District 13,Instrument 2,67999,1
Hospital 1441,District 13,Instrument 3,1728,1
Hospital 1441,District 20,Instrument 2,8957,1
Hospital 1441,District 20,Instrument 3,5160,1
Hospital 1441,District 20,Instrument 7,7200,1
Hospital 1441,District 41,Instrument 2,34200,1
Hospital 1441,District 41,Instrument 3,28575,1
Hospital 1441,District 41,Instrument 5,26700,1
Hospital 1445,District 39,Instrument 2,49801,1
Hospital 1445,District 39,Instrument 7,7148,1
Hospital 1446,District 13,Instrument 2,6912,1
Hospital 1446,District 13,Instrument 5,300,1
Hospital 1446,District 20,Instrument 2,51492,1
Hospital 1446,District 20,Instrument 3,8232,1
Hospital 1448,District 15,Instrument 2,200190,1
Hospital 1448,District 20,Instrument 2,199,1
Hospital 1449,District 13,Instrument 5,42827,1
Hospital 1449,District 15,Instrument 2,61920,1
Hospital 1449,District 15,Instrument 3,14004,1
Hospital 1449,District 15,Instrument 5,9000,1
Hospital 1449,District 20,Instrument 2,181782,1
Hospital 1449,District 20,Instrument 3,66867,1
Hospital 1449,District 20,Instrument 7,234,1
Hospital 1449,District 20,Instrument 8,138192,1
Hospital 1449,District 28,Instrument 2,100229,1
Hospital 1449,District 28,Instrument 3,32297,1
Hospital 1449,District 28,Instrument 4,29916,1
Hospital 1449,District 28,Instrument 8,28254,1
Hospital 1449,District 34,Instrument 2,46387,1
Hospital 1449,District 34,Instrument 3,15228,1
Hospital 1449,District 34,Instrument 4,2520,1
Hospital 1449,District 34,Instrument 5,13992,1
Hospital 1449,District 34,Instrument 7,26916,1
Hospital 1449,District 34,Instrument 8,3887,1
Hospital 1449,District 39,Instrument 2,156,1
Hospital 1449,District 41,Instrument 2,57666,1
Hospital 1449,District 41,Instrument 3,6448,1
Hospital 1449,District 41,Instrument 5,10905,1
Hospital 1449,District 50,Instrument 3,43376,1
Hospital 1449,District 50,Instrument 5,200000,1
Hospital 145,District 13,Instrument 2,30240,1
Hospital 145,District 13,Instrument 5,6098,1
Hospital 145,District 32,Instrument 2,4200,1
Hospital 145,District 32,Instrument 3,840,1
Hospital 145,District 41,Instrument 2,5220,1
Hospital 145,District 41,Instrument 3,1050,1
Hospital 1453,District 13,Instrument 2,32538,1
Hospital 1453,District 29,Instrument 3,4441,1
Hospital 1453,District 39,Instrument 2,3442,1
Hospital 1453,District 39,Instrument 4,2390,1
Hospital 1454,District 41,Instrument 2,7740,1
Hospital 1454,District 41,Instrument 3,2220,1
Hospital 1455,District 13,Instrument 8,5840092,1
Hospital 1455,District 20,Instrument 2,14496,1
Hospital 1455,District 20,Instrument 3,5040,1
Hospital 1455,District 28,Instrument 2,78000,1
Hospital 1455,District 28,Instrument 3,54600,1
Hospital 1455,District 28,Instrument 8,2079607,1
Hospital 1455,District 41,Instrument 2,8064,1
Hospital 1455,District 41,Instrument 3,9408,1
Hospital 1457,District 13,Instrument 2,5337,1
Hospital 1457,District 13,Instrument 3,6516,1
Hospital 1457,District 13,Instrument 5,31776,1
Hospital 1457,District 20,Instrument 2,74520,1
Hospital 1457,District 20,Instrument 3,36840,1
Hospital 1457,District 28,Instrument 2,28080,1
Hospital 1457,District 28,Instrument 3,22578,1
Hospital 1457,District 4,Instrument 2,37440,1
Hospital 1457,District 41,Instrument 2,31187,1
Hospital 1457,District 41,Instrument 3,15601,1
Hospital 1457,District 50,Instrument 2,55544,1
Hospital 1457,District 50,Instrument 3,87392,1
Hospital 1458,District 10,Instrument 7,3216,1
Hospital 1458,District 13,Instrument 2,357191,1
Hospital 1458,District 13,Instrument 3,78866,1
Hospital 1458,District 13,Instrument 5,382518,1
Hospital 1458,District 20,Instrument 2,145221,1
Hospital 1458,District 20,Instrument 3,25528,1
Hospital 1458,District 20,Instrument 7,6000,1
Hospital 1458,District 28,Instrument 2,2880,1
Hospital 1458,District 28,Instrument 3,1440,1
Hospital 1458,District 28,Instrument 5,3500,1
Hospital 1458,District 39,Instrument 2,10156,1
Hospital 1458,District 39,Instrument 7,49232,1
Hospital 1458,District 41,Instrument 3,33600,1
Hospital 1458,District 50,Instrument 2,2222,1
Hospital 1458,District 50,Instrument 3,39709,1
Hospital 146,District 13,Instrument 2,213269,1
Hospital 146,District 13,Instrument 3,30078,1
Hospital 146,District 13,Instrument 4,27990,1
Hospital 146,District 13,Instrument 5,233558,1
Hospital 1460,District 32,Instrument 3,494,1
Hospital 1461,District 13,Instrument 2,207456,1
Hospital 1461,District 13,Instrument 3,50876,1
Hospital 1461,District 15,Instrument 5,24000,1
Hospital 1461,District 15,Instrument 7,25200,1
Hospital 1461,District 17,Instrument 2,18888,1
Hospital 1461,District 17,Instrument 3,2317,1
Hospital 1461,District 18,Instrument 2,8468,1
Hospital 1461,District 18,Instrument 7,14163,1
Hospital 1461,District 19,Instrument 2,138,1
Hospital 1461,District 19,Instrument 5,480,1
Hospital 1461,District 20,Instrument 2,141645,1
Hospital 1461,District 20,Instrument 3,12795,1
Hospital 1461,District 34,Instrument 2,9300,1
Hospital 1461,District 34,Instrument 3,1200,1
Hospital 1461,District 34,Instrument 5,1500,1
Hospital 1461,District 34,Instrument 7,720,1
Hospital 1461,District 39,Instrument 7,52557,1
Hospital 1461,District 4,Instrument 2,353280,1
Hospital 1461,District 41,Instrument 2,256116,1
Hospital 1461,District 41,Instrument 3,26424,1
Hospital 1461,District 41,Instrument 5,33623,1
Hospital 1461,District 50,Instrument 3,1089,1
Hospital 1461,District 50,Instrument 5,2340,1
Hospital 1461,District 50,Instrument 7,616,1
Hospital 1462,District 50,Instrument 2,21047,1
Hospital 1462,District 50,Instrument 3,13387,1
Hospital 1463,District 12,Instrument 2,28200,1
Hospital 1463,District 12,Instrument 3,6072,1
Hospital 1463,District 13,Instrument 2,182646,1
Hospital 1463,District 13,Instrument 3,108144,1
Hospital 1463,District 13,Instrument 4,135000,1
Hospital 1463,District 13,Instrument 5,581508,1
Hospital 1463,District 15,Instrument 2,4110,1
Hospital 1463,District 15,Instrument 3,1812,1
Hospital 1463,District 18,Instrument 2,9659,1
Hospital 1463,District 19,Instrument 2,27510,1
Hospital 1463,District 20,Instrument 2,114394,1
Hospital 1463,District 20,Instrument 3,55110,1
Hospital 1463,District 32,Instrument 2,6036,1
Hospital 1463,District 32,Instrument 4,7176,1
Hospital 1463,District 4,Instrument 2,15360,1
Hospital 1463,District 41,Instrument 2,1920,1
Hospital 1463,District 41,Instrument 3,2616,1
Hospital 1463,District 50,Instrument 2,180798,1
Hospital 1463,District 50,Instrument 3,41027,1
Hospital 1465,District 39,Instrument 2,8363,1
Hospital 1465,District 39,Instrument 4,12154,1
Hospital 1468,District 20,Instrument 2,215064,1
Hospital 1468,District 20,Instrument 3,48379,1
Hospital 1468,District 20,Instrument 7,9600,1
Hospital 1468,District 34,Instrument 2,450,1
Hospital 1468,District 41,Instrument 2,16332,1
Hospital 1468,District 41,Instrument 3,9450,1
Hospital 1468,District 41,Instrument 5,10980,1
Hospital 1468,District 50,Instrument 2,9798,1
Hospital 1468,District 50,Instrument 3,3336,1
Hospital 1469,District 50,Instrument 2,1050,1
Hospital 1469,District 50,Instrument 3,18534,1
Hospital 147,District 11,Instrument 2,25677,1
Hospital 147,District 13,Instrument 2,5280,1
Hospital 147,District 18,Instrument 2,790,1
Hospital 147,District 29,Instrument 2,711940,1
Hospital 147,District 29,Instrument 3,503868,1
Hospital 1470,District 20,Instrument 2,18318,1
Hospital 1470,District 20,Instrument 3,240,1
Hospital 1470,District 32,Instrument 2,24120,1
Hospital 1470,District 32,Instrument 3,792,1
Hospital 1470,District 34,Instrument 2,11102,1
Hospital 1470,District 34,Instrument 3,8139,1
Hospital 1470,District 34,Instrument 4,192,1
Hospital 1470,District 34,Instrument 5,3600,1
Hospital 1470,District 50,Instrument 2,164605,1
Hospital 1470,District 50,Instrument 3,68040,1
Hospital 1470,District 50,Instrument 5,142839,1
Hospital 1470,District 50,Instrument 7,7604,1
Hospital 1472,District 10,Instrument 2,3684,1
Hospital 1472,District 13,Instrument 2,30738,1
Hospital 1472,District 13,Instrument 3,3363,1
Hospital 1472,District 13,Instrument 4,22908,1
Hospital 1472,District 20,Instrument 2,14152,1
Hospital 1472,District 20,Instrument 3,6179,1
Hospital 1472,District 28,Instrument 2,94577,1
Hospital 1472,District 28,Instrument 3,18618,1
Hospital 1472,District 28,Instrument 4,225,1
Hospital 1473,District 15,Instrument 2,32790,1
Hospital 1473,District 20,Instrument 2,34751,1
Hospital 1473,District 20,Instrument 3,17897,1
Hospital 1473,District 34,Instrument 2,540,1
Hospital 1473,District 39,Instrument 7,40787,1
Hospital 1473,District 41,Instrument 2,2430,1
Hospital 1473,District 41,Instrument 3,6735,1
Hospital 1473,District 41,Instrument 5,6000,1
Hospital 1474,District 48,Instrument 2,60858,1
Hospital 1477,District 20,Instrument 2,804,1
Hospital 1477,District 20,Instrument 3,1103,1
Hospital 1478,District 13,Instrument 2,26338,1
Hospital 1478,District 13,Instrument 3,82857,1
Hospital 1478,District 13,Instrument 4,4680,1
Hospital 1478,District 13,Instrument 5,20002,1
Hospital 1478,District 41,Instrument 2,18624,1
Hospital 1478,District 41,Instrument 3,28380,1
Hospital 1478,District 41,Instrument 5,3600,1
Hospital 1479,District 13,Instrument 5,960,1
Hospital 1479,District 20,Instrument 2,81415,1
Hospital 1479,District 20,Instrument 3,3475,1
Hospital 1479,District 41,Instrument 2,600,1
Hospital 1479,District 41,Instrument 3,114,1
Hospital 1480,District 13,Instrument 5,7530,1
Hospital 1480,District 17,Instrument 2,29070,1
Hospital 1480,District 29,Instrument 8,84000,1
Hospital 1480,District 34,Instrument 2,1284,1
Hospital 1480,District 34,Instrument 3,108,1
Hospital 1482,District 13,Instrument 2,93996,1
