Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average
Hospital 597,Region 2,District 13,Instrument 3,6862,6816,7146,7285,7157,3986,4491,6948,5017,2684,1459,2089,61940.00,5161.67,5916.50,7285,1459,20824.00,18428.00,16456.00,6232.00,6941.33,6142.67,5485.33,2077.33,39252.00,6542.00,22688.00,3810.57
Hospital 597,Region 2,District 13,Instrument 4,8247,8725,-443,9060,8681,0,0,0,0,0,0,0,34270.00,2855.83,0.00,9060,-443,16529.00,17741.00,0.00,0.00,5509.67,5913.67,0.00,0.00,34270.00,5711.67,0.00,0.00
Hospital 597,Region 2,District 13,Instrument 5,2281,2208,2196,2324,2095,2245,2286,2193,1996,2063,2276,2286,26449.00,2204.08,2226.50,2324,1996,6685.00,6664.00,6475.00,6625.00,2228.33,2221.33,2158.33,2208.33,13349.00,2224.83,13100.00,2192.14
Hospital 597,Region 2,District 13,Instrument 8,0,0,0,0,0,0,988,963,965,961,869,878,5624.00,468.67,434.50,988,0,0.00,0.00,2916.00,2708.00,0.00,0.00,972.00,902.67,0.00,0.00,5624.00,803.43
Hospital 597,Region 2,District 17,Instrument 1,687,725,637,620,724,672,893,809,775,781,870,282,8475.00,706.25,724.50,893,282,2049.00,2016.00,2477.00,1933.00,683.00,672.00,825.67,644.33,4065.00,677.50,4410.00,726.00
Hospital 597,Region 2,District 17,Instrument 2,3569,3409,4010,4032,3759,4969,4765,5125,4645,4913,5435,4625,53256.00,4438.00,4635.00,5435,3409,10988.00,12760.00,14535.00,14973.00,3662.67,4253.33,4845.00,4991.00,23748.00,3958.00,29508.00,4925.29
Hospital 597,Region 2,District 17,Instrument 3,194,186,212,209,213,0,0,0,0,0,0,0,1014.00,84.50,0.00,213,0,592.00,422.00,0.00,0.00,197.33,140.67,0.00,0.00,1014.00,169.00,0.00,0.00
Hospital 597,Region 2,District 17,Instrument 8,0,0,0,0,0,40,425,321,57,722,774,263,2602.00,216.83,48.50,774,0,0.00,40.00,803.00,1759.00,0.00,13.33,267.67,586.33,40.00,6.67,2562.00,371.71
Hospital 597,Region 2,District 20,Instrument 1,110,1329,2291,1877,0,1663,-1649,1586,2448,1592,961,1237,13445.00,1120.42,1457.50,2448,-1649,3730.00,3540.00,2385.00,3790.00,1243.33,1180.00,795.00,1263.33,7270.00,1211.67,6175.00,1119.71
Hospital 597,Region 2,District 20,Instrument 2,7330,18516,36618,25750,30957,22464,-22279,21432,33084,21510,12981,16714,225077.00,18756.42,21471.00,36618,-22279,62464.00,79171.00,32237.00,51205.00,20821.33,26390.33,10745.67,17068.33,141635.00,23605.83,83442.00,15129.43
Hospital 597,Region 2,District 20,Instrument 3,1112,86724,1426,59843,512,49857,-52232,63382,-457,56156,-43,64195,330475.00,27539.58,25641.50,86724,-52232,89262.00,110212.00,10693.00,120308.00,29754.00,36737.33,3564.33,40102.67,199474.00,33245.67,131001.00,25836.86
Hospital 597,Region 2,District 20,Instrument 6,0,2088,0,961,0,32,0,14,2278,14,33,20,5440.00,453.33,17.00,2278,0,2088.00,993.00,2292.00,67.00,696.00,331.00,764.00,22.33,3081.00,513.50,2359.00,341.57
Hospital 597,Region 2,District 20,Instrument 7,31,1248,31,1231,31,5561,1909,10057,1622,9903,1615,2151,35390.00,2949.17,1618.50,10057,31,1310.00,6823.00,13588.00,13669.00,436.67,2274.33,4529.33,4556.33,8133.00,1355.50,27257.00,4688.29
Hospital 597,Region 2,District 20,Instrument 8,0,0,0,0,158,3239,0,3239,0,3239,0,3239,13114.00,1092.83,0.00,3239,0,0.00,3397.00,3239.00,6478.00,0.00,1132.33,1079.67,2159.33,3397.00,566.17,9717.00,1850.86
Hospital 597,Region 2,District 28,Instrument 1,1546,1389,1312,1058,1314,1327,1220,1157,1207,1095,1281,0,13906.00,1158.83,1250.50,1546,0,4247.00,3699.00,3584.00,2376.00,1415.67,1233.00,1194.67,792.00,7946.00,1324.33,5960.00,1041.00
Hospital 597,Region 2,District 28,Instrument 2,6775,8697,8713,6040,9345,8621,5714,5892,6676,5718,8505,32393,113089.00,9424.08,7640.00,32393,5714,24185.00,24006.00,18282.00,46616.00,8061.67,8002.00,6094.00,15538.67,48191.00,8031.83,64898.00,10502.71
Hospital 597,Region 2,District 28,Instrument 3,760,615,875,682,535,553,379,401,979,444,460,437,7120.00,593.33,544.00,979,379,2250.00,1770.00,1759.00,1341.00,750.00,590.00,586.33,447.00,4020.00,670.00,3100.00,521.86
Hospital 597,Region 2,District 28,Instrument 4,2550,1849,3405,5386,1562,1611,1270,1513,1450,1085,1467,0,23148.00,1929.00,1537.50,5386,0,7804.00,8559.00,4233.00,2552.00,2601.33,2853.00,1411.00,850.67,16363.00,2727.17,6785.00,1199.43
Hospital 597,Region 2,District 28,Instrument 5,-1874,1441,2749,1796,2173,2006,1633,1804,5755,3297,7202,0,27982.00,2331.83,1905.00,7202,-1874,2316.00,5975.00,9192.00,10499.00,772.00,1991.67,3064.00,3499.67,8291.00,1381.83,19691.00,3099.57
Hospital 597,Region 2,District 28,Instrument 6,4897,4674,4565,3544,4261,4279,-2636,10590,3844,3167,5005,0,46190.00,3849.17,4270.00,10590,-2636,14136.00,12084.00,11798.00,8172.00,4712.00,4028.00,3932.67,2724.00,26220.00,4370.00,19970.00,3464.14
Hospital 597,Region 2,District 28,Instrument 7,588,3897,2441,988,988,988,988,988,988,988,400,988,15230.00,1269.17,988.00,3897,400,6926.00,2964.00,2964.00,2376.00,2308.67,988.00,988.00,792.00,9890.00,1648.33,5340.00,904.00
Hospital 597,Region 2,District 28,Instrument 8,8,8,8,8,8,7,6,6,6,6,6,6,83.00,6.92,6.50,8,6,24.00,23.00,18.00,18.00,8.00,7.67,6.00,6.00,47.00,7.83,36.00,6.14
Hospital 597,Region 2,District 3,Instrument 2,3556,3296,3295,4064,3568,5932,1503,3659,3553,3114,3148,3485,42173.00,3514.42,3519.00,5932,1503,10147.00,13564.00,8715.00,9747.00,3382.33,4521.33,2905.00,3249.00,23711.00,3951.83,18462.00,3484.86
Hospital 597,Region 2,District 32,Instrument 1,0,0,0,0,92,81,75,75,80,71,79,79,632.00,52.67,75.00,92,0,0.00,173.00,230.00,229.00,0.00,57.67,76.67,76.33,173.00,28.83,459.00,77.14
Hospital 597,Region 2,District 32,Instrument 2,1275,1922,1120,940,1081,995,1008,947,858,855,1055,1026,13082.00,1090.17,1017.00,1922,855,4317.00,3016.00,2813.00,2936.00,1439.00,1005.33,937.67,978.67,7333.00,1222.17,5749.00,963.43
Hospital 597,Region 2,District 32,Instrument 3,71,71,71,76,70,70,92,74,69,66,80,73,883.00,73.58,71.00,92,66,213.00,216.00,235.00,219.00,71.00,72.00,78.33,73.00,429.00,71.50,454.00,74.86
Hospital 597,Region 2,District 32,Instrument 5,72,72,91,131,156,123,115,121,121,141,140,399,1682.00,140.17,122.00,399,72,235.00,410.00,357.00,680.00,78.33,136.67,119.00,226.67,645.00,107.50,1037.00,165.71
Hospital 597,Region 2,District 32,Instrument 8,0,0,0,0,0,0,-12,2,11,-11,0,1,-9.00,-0.75,0.00,11,-12,0.00,0.00,1.00,-10.00,0.00,0.00,0.33,-3.33,0.00,0.00,-9.00,-1.29
Hospital 597,Region 2,District 34,Instrument 1,0,1,0,0,1,1,1,1,1,0,1,1,8.00,0.67,1.00,1,0,1.00,2.00,3.00,2.00,0.33,0.67,1.00,0.67,3.00,0.50,5.00,0.86
Hospital 597,Region 2,District 34,Instrument 2,185,13,39,795,345,45,16,32,299,137,14,53,1973.00,164.42,49.00,795,13,237.00,1185.00,347.00,204.00,79.00,395.00,115.67,68.00,1422.00,237.00,551.00,85.14
Hospital 597,Region 2,District 34,Instrument 4,4,4,4,4,4,4,4,4,0,0,0,0,32.00,2.67,4.00,4,0,12.00,12.00,8.00,0.00,4.00,4.00,2.67,0.00,24.00,4.00,8.00,1.71
Hospital 597,Region 2,District 34,Instrument 7,66,66,66,66,66,66,66,66,66,66,66,66,792.00,66.00,66.00,66,66,198.00,198.00,198.00,198.00,66.00,66.00,66.00,66.00,396.00,66.00,396.00,66.00
Hospital 597,Region 2,District 34,Instrument 8,965,963,922,975,983,915,914,1025,1145,1110,1071,1151,12139.00,1011.58,979.00,1151,914,2850.00,2873.00,3084.00,3332.00,950.00,957.67,1028.00,1110.67,5723.00,953.83,6416.00,1047.29
Hospital 597,Region 2,District 37,Instrument 3,0,0,0,0,0,0,9,14,6,9,9,9,56.00,4.67,3.00,14,0,0.00,0.00,29.00,27.00,0.00,0.00,9.67,9.00,0.00,0.00,56.00,8.00
Hospital 597,Region 2,District 38,Instrument 2,40,27,26,0,26,107,30,23,27,26,72,47,451.00,37.58,27.00,107,0,93.00,133.00,80.00,145.00,31.00,44.33,26.67,48.33,226.00,37.67,225.00,47.43
Hospital 597,Region 2,District 39,Instrument 1,0,75,64,0,0,70,63,119,77,58,88,138,752.00,62.67,67.00,138,0,139.00,70.00,259.00,284.00,46.33,23.33,86.33,94.67,209.00,34.83,543.00,87.57
Hospital 597,Region 2,District 39,Instrument 2,0,1240,1070,0,0,1162,1054,1916,1176,960,1463,2300,12341.00,1028.42,1116.00,2300,0,2310.00,1162.00,4146.00,4723.00,770.00,387.33,1382.00,1574.33,3472.00,578.67,8869.00,1433.00
Hospital 597,Region 2,District 39,Instrument 4,0,47,40,0,0,67,251,73,121,199,85,32,915.00,76.25,57.00,251,0,87.00,67.00,445.00,316.00,29.00,22.33,148.33,105.33,154.00,25.67,761.00,118.29
Hospital 597,Region 2,District 4,Instrument 2,172395,186711,180725,183061,183708,184782,189257,184476,178531,188709,182255,191138,2205748.00,183812.33,184092.00,191138,172395,539831.00,551551.00,552264.00,562102.00,179943.67,183850.33,184088.00,187367.33,1091382.00,181897.00,1114366.00,185592.57
Hospital 597,Region 2,District 41,Instrument 1,189,176,158,112,121,121,133,138,179,188,213,207,1935.00,161.25,167.00,213,112,523.00,354.00,450.00,608.00,174.33,118.00,150.00,202.67,877.00,146.17,1058.00,168.43
Hospital 597,Region 2,District 41,Instrument 2,-503,3804,3125,4042,3629,3353,3594,3855,4388,2289,8965,2293,42834.00,3569.50,3611.50,8965,-503,6426.00,11024.00,11837.00,13547.00,2142.00,3674.67,3945.67,4515.67,17450.00,2908.33,25384.00,4105.29
Hospital 597,Region 2,District 41,Instrument 3,3347,6383,2682,3001,2807,3038,2743,3026,3998,3968,9510,4816,49319.00,4109.92,3192.50,9510,2682,12412.00,8846.00,9767.00,18294.00,4137.33,2948.67,3255.67,6098.00,21258.00,3543.00,28061.00,4442.71
Hospital 597,Region 2,District 41,Instrument 5,32,39,32,45,69,69,69,71,338,392,392,445,1993.00,166.08,69.00,445,32,103.00,183.00,478.00,1229.00,34.33,61.00,159.33,409.67,286.00,47.67,1707.00,253.71
Hospital 597,Region 2,District 41,Instrument 8,79,53,50,44,48,54,247,280,194,194,197,248,1688.00,140.67,136.50,280,44,182.00,146.00,721.00,639.00,60.67,48.67,240.33,213.00,328.00,54.67,1360.00,202.00
Hospital 597,Region 2,District 44,Instrument 2,11809,11586,11508,11420,19073,20507,19064,18514,17176,16619,17117,15397,189790.00,15815.83,16868.00,20507,11420,34903.00,51000.00,54754.00,49133.00,11634.33,17000.00,18251.33,16377.67,85903.00,14317.17,103887.00,17770.57
Hospital 597,Region 2,District 44,Instrument 3,6866,6856,10126,6619,0,0,0,0,0,0,0,0,30467.00,2538.92,0.00,10126,0,23848.00,6619.00,0.00,0.00,7949.33,2206.33,0.00,0.00,30467.00,5077.83,0.00,0.00
Hospital 597,Region 2,District 44,Instrument 7,21721,20778,20017,18835,19164,15196,16810,15423,13423,14216,13575,11577,200735.00,16727.92,16116.50,21721,11577,62516.00,53195.00,45656.00,39368.00,20838.67,17731.67,15218.67,13122.67,115711.00,19285.17,85024.00,14317.14
Hospital 597,Region 2,District 50,Instrument 11,0,0,0,0,2171,2708,2946,4771,5051,4015,9865,5288,36815.00,3067.92,2827.00,9865,0,0.00,4879.00,12768.00,19168.00,0.00,1626.33,4256.00,6389.33,4879.00,813.17,31936.00,4949.14
Hospital 597,Region 2,District 50,Instrument 15,294,285,247,161,123,104,101,104,-368,14,0,0,1065.00,88.75,104.00,294,-368,826.00,388.00,-163.00,14.00,275.33,129.33,-54.33,4.67,1214.00,202.33,-149.00,-6.43
Hospital 597,Region 2,District 50,Instrument 2,20638,22901,21560,21367,23466,23590,22716,20045,22495,22134,24570,22659,268141.00,22345.08,22577.00,24570,20045,65099.00,68423.00,65256.00,69363.00,21699.67,22807.67,21752.00,23121.00,133522.00,22253.67,134619.00,22601.29
Hospital 597,Region 2,District 50,Instrument 3,523,556,688,552,547,723,770,645,633,799,772,789,7997.00,666.42,666.50,799,523,1767.00,1822.00,2048.00,2360.00,589.00,607.33,682.67,786.67,3589.00,598.17,4408.00,733.00
Hospital 597,Region 2,District 50,Instrument 5,0,0,2865,782,844,-5018,0,0,0,0,0,0,-527.00,-43.92,0.00,2865,-5018,2865.00,-3392.00,0.00,0.00,955.00,-1130.67,0.00,0.00,-527.00,-87.83,0.00,-716.86
Hospital 597,Region 2,District 50,Instrument 7,593,593,593,593,593,0,0,61,207,383,386,385,4387.00,365.58,385.50,593,0,1779.00,1186.00,268.00,1154.00,593.00,395.33,89.33,384.67,2965.00,494.17,1422.00,203.14
Hospital 597,Region 2,District 50,Instrument 8,13,13,13,13,13,13,13,13,13,13,0,0,130.00,10.83,13.00,13,0,39.00,39.00,39.00,13.00,13.00,13.00,13.00,4.33,78.00,13.00,52.00,9.29
Hospital 597,Region 2,District 6,Instrument 2,0,0,0,0,972,847,1532,1236,1004,724,839,1099,8253.00,687.75,843.00,1532,0,0.00,1819.00,3772.00,2662.00,0.00,606.33,1257.33,887.33,1819.00,303.17,6434.00,1040.14
Hospital 597,Region 2,District 8,Instrument 1,79,79,92,43,48,0,0,0,0,0,0,0,341.00,28.42,0.00,92,0,250.00,91.00,0.00,0.00,83.33,30.33,0.00,0.00,341.00,56.83,0.00,0.00
Hospital 597,Region 2,District 8,Instrument 2,380,391,419,339,374,455,457,473,419,470,553,489,5219.00,434.92,437.00,553,339,1190.00,1168.00,1349.00,1512.00,396.67,389.33,449.67,504.00,2358.00,393.00,2861.00,473.71
Hospital 598,Region 1,District 10,Instrument 1,688,678,670,684,639,691,519,774,561,543,1464,0,7911.00,659.25,674.00,1464,0,2036.00,2014.00,1854.00,2007.00,678.67,671.33,618.00,669.00,4050.00,675.00,3861.00,650.29
Hospital 598,Region 1,District 10,Instrument 2,1684,10760,9354,6903,9174,16201,12045,14815,14785,13586,11082,20414,140803.00,11733.58,11563.50,20414,1684,21798.00,32278.00,41645.00,45082.00,7266.00,10759.33,13881.67,15027.33,54076.00,9012.67,86727.00,14704.00
Hospital 598,Region 1,District 10,Instrument 3,5285,5071,4737,5372,2899,5905,7204,3209,5075,2883,9661,7066,64367.00,5363.92,5180.00,9661,2883,15093.00,14176.00,15488.00,19610.00,5031.00,4725.33,5162.67,6536.67,29269.00,4878.17,35098.00,5857.57
Hospital 598,Region 1,District 10,Instrument 4,732,735,729,714,660,606,570,522,509,500,465,482,7224.00,602.00,588.00,735,465,2196.00,1980.00,1601.00,1447.00,732.00,660.00,533.67,482.33,4176.00,696.00,3048.00,522.00
Hospital 598,Region 1,District 10,Instrument 6,1931,2152,2567,2826,7799,3230,1958,2713,2073,3748,2550,3303,36850.00,3070.83,2640.00,7799,1931,6650.00,13855.00,6744.00,9601.00,2216.67,4618.33,2248.00,3200.33,20505.00,3417.50,16345.00,2796.43
Hospital 598,Region 1,District 10,Instrument 7,15,15,15,15,0,15,15,15,15,15,15,15,165.00,13.75,15.00,15,0,45.00,30.00,45.00,45.00,15.00,10.00,15.00,15.00,75.00,12.50,90.00,15.00
Hospital 598,Region 1,District 12,Instrument 2,74603,47255,51479,75890,70783,68981,32138,51878,81279,69550,70241,67306,761383.00,63448.58,69265.50,81279,32138,173337.00,215654.00,165295.00,207097.00,57779.00,71884.67,55098.33,69032.33,388991.00,64831.83,372392.00,63053.29
Hospital 598,Region 1,District 12,Instrument 3,9499,5783,2758,10714,5012,4534,4457,4309,4920,6899,4600,0,63485.00,5290.42,4760.00,10714,0,18040.00,20260.00,13686.00,11499.00,6013.33,6753.33,4562.00,3833.00,38300.00,6383.33,25185.00,4245.57
Hospital 598,Region 1,District 12,Instrument 8,17,8,8,9,8,8,8,14,9,8,8,0,105.00,8.75,8.00,17,0,33.00,25.00,31.00,16.00,11.00,8.33,10.33,5.33,58.00,9.67,47.00,7.86
Hospital 598,Region 1,District 13,Instrument 1,1480,1542,1448,1678,1423,0,0,0,0,0,0,0,7571.00,630.92,0.00,1678,0,4470.00,3101.00,0.00,0.00,1490.00,1033.67,0.00,0.00,7571.00,1261.83,0.00,0.00
Hospital 598,Region 1,District 13,Instrument 2,35292,39367,38180,38926,33986,74252,107090,104826,103459,102892,114407,105312,897989.00,74832.42,88572.00,114407,33986,112839.00,147164.00,315375.00,322611.00,37613.00,49054.67,105125.00,107537.00,260003.00,43333.83,637986.00,101748.29
Hospital 598,Region 1,District 13,Instrument 3,9057,9258,7820,7231,7490,2009,1978,1473,2078,5780,4077,2301,60552.00,5046.00,4928.50,9258,1473,26135.00,16730.00,5529.00,12158.00,8711.67,5576.67,1843.00,4052.67,42865.00,7144.17,17687.00,2813.71
Hospital 598,Region 1,District 13,Instrument 4,40264,36334,34871,34716,34277,0,0,0,0,0,0,0,180462.00,15038.50,0.00,40264,0,111469.00,68993.00,0.00,0.00,37156.33,22997.67,0.00,0.00,180462.00,30077.00,0.00,0.00
Hospital 598,Region 1,District 13,Instrument 5,11925,11983,12037,13200,12647,13906,12633,12678,11933,12170,12150,17947,155209.00,12934.08,12401.50,17947,11925,35945.00,39753.00,37244.00,42267.00,11981.67,13251.00,12414.67,14089.00,75698.00,12616.33,79511.00,13345.29
Hospital 598,Region 1,District 13,Instrument 8,0,0,0,0,0,0,215,210,206,199,327,291,1448.00,120.67,99.50,327,0,0.00,0.00,631.00,817.00,0.00,0.00,210.33,272.33,0.00,0.00,1448.00,206.86
Hospital 598,Region 1,District 14,Instrument 2,7676,3863,5935,1438,13757,15442,9317,5186,0,0,0,0,62614.00,5217.83,4524.50,15442,0,17474.00,30637.00,14503.00,0.00,5824.67,10212.33,4834.33,0.00,48111.00,8018.50,14503.00,4277.86
Hospital 598,Region 1,District 14,Instrument 5,327,406,0,4555,0,0,0,0,0,0,0,0,5288.00,440.67,0.00,4555,0,733.00,4555.00,0.00,0.00,244.33,1518.33,0.00,0.00,5288.00,881.33,0.00,0.00
Hospital 598,Region 1,District 14,Instrument 7,0,0,0,0,0,326,463,418,6623,7520,5737,9495,30582.00,2548.50,372.00,9495,0,0.00,326.00,7504.00,22752.00,0.00,108.67,2501.33,7584.00,326.00,54.33,30256.00,4368.86
Hospital 598,Region 1,District 15,Instrument 1,24,23,83,80,135,137,119,116,106,101,137,119,1180.00,98.33,111.00,137,23,130.00,352.00,341.00,357.00,43.33,117.33,113.67,119.00,482.00,80.33,698.00,119.29
Hospital 598,Region 1,District 15,Instrument 2,142,33,550,85,4538,4337,3144,3547,3105,3494,4384,4098,31457.00,2621.42,3319.00,4538,33,725.00,8960.00,9796.00,11976.00,241.67,2986.67,3265.33,3992.00,9685.00,1614.17,21772.00,3729.86
Hospital 598,Region 1,District 15,Instrument 3,86,53,173,240,0,0,0,0,0,0,0,0,552.00,46.00,0.00,240,0,312.00,240.00,0.00,0.00,104.00,80.00,0.00,0.00,552.00,92.00,0.00,0.00
Hospital 598,Region 1,District 15,Instrument 5,0,0,0,39,0,0,0,0,0,0,0,0,39.00,3.25,0.00,39,0,0.00,39.00,0.00,0.00,0.00,13.00,0.00,0.00,39.00,6.50,0.00,0.00
Hospital 598,Region 1,District 15,Instrument 7,818,779,1916,2727,0,0,0,0,0,0,0,0,6240.00,520.00,0.00,2727,0,3513.00,2727.00,0.00,0.00,1171.00,909.00,0.00,0.00,6240.00,1040.00,0.00,0.00
Hospital 598,Region 1,District 17,Instrument 1,7093,7957,7339,7139,7753,8635,7384,8391,7253,7099,8035,3651,87729.00,7310.75,7361.50,8635,3651,22389.00,23527.00,23028.00,18785.00,7463.00,7842.33,7676.00,6261.67,45916.00,7652.67,41813.00,7206.86
Hospital 598,Region 1,District 17,Instrument 2,50875,52885,63109,58277,41288,64726,65917,65092,69835,69340,63262,70231,734837.00,61236.42,63994.00,70231,41288,166869.00,164291.00,200844.00,202833.00,55623.00,54763.67,66948.00,67611.00,331160.00,55193.33,403677.00,66914.71
Hospital 598,Region 1,District 17,Instrument 3,542,504,368,562,22083,0,0,0,0,0,0,0,24059.00,2004.92,0.00,22083,0,1414.00,22645.00,0.00,0.00,471.33,7548.33,0.00,0.00,24059.00,4009.83,0.00,0.00
Hospital 598,Region 1,District 17,Instrument 4,1144,1257,1105,919,1024,0,0,0,0,0,0,0,5449.00,454.08,0.00,1257,0,3506.00,1943.00,0.00,0.00,1168.67,647.67,0.00,0.00,5449.00,908.17,0.00,0.00
Hospital 598,Region 1,District 17,Instrument 8,33569,31803,38719,28511,28332,29350,29995,35126,25780,28889,25239,34260,369573.00,30797.75,29672.50,38719,25239,104091.00,86193.00,90901.00,88388.00,34697.00,28731.00,30300.33,29462.67,190284.00,31714.00,179289.00,29805.57
Hospital 598,Region 1,District 18,Instrument 1,1765,1743,1828,1852,1872,1741,1758,1851,1828,1806,1351,1509,20904.00,1742.00,1785.50,1872,1351,5336.00,5465.00,5437.00,4666.00,1778.67,1821.67,1812.33,1555.33,10801.00,1800.17,10103.00,1692.00
Hospital 598,Region 1,District 18,Instrument 15,0,0,0,17247,17257,17257,17257,17257,17257,22150,35345,0,161027.00,13418.92,17257.00,35345,0,0.00,51761.00,51771.00,57495.00,0.00,17253.67,17257.00,19165.00,51761.00,8626.83,109266.00,18074.71
Hospital 598,Region 1,District 18,Instrument 2,20974,21622,22331,22244,22930,23600,23201,25689,25093,25102,24803,24279,281868.00,23489.00,23400.50,25689,20974,64927.00,68774.00,73983.00,74184.00,21642.33,22924.67,24661.00,24728.00,133701.00,22283.50,148167.00,24538.14
Hospital 598,Region 1,District 18,Instrument 3,1,3,32,1,1,2,2,-1896,-1542,-1473,-1831,-379,-7079.00,-589.92,1.00,32,-1896,36.00,4.00,-3436.00,-3683.00,12.00,1.33,-1145.33,-1227.67,40.00,6.67,-7119.00,-1016.71
Hospital 598,Region 1,District 18,Instrument 4,1106,1032,977,993,840,888,855,0,0,0,0,0,6691.00,557.58,847.50,1106,0,3115.00,2721.00,855.00,0.00,1038.33,907.00,285.00,0.00,5836.00,972.67,855.00,249.00
Hospital 598,Region 1,District 18,Instrument 5,1616,1579,1515,1177,1029,1063,1153,1123,980,1592,1350,1274,15451.00,1287.58,1225.50,1616,980,4710.00,3269.00,3256.00,4216.00,1570.00,1089.67,1085.33,1405.33,7979.00,1329.83,7472.00,1219.29
Hospital 598,Region 1,District 18,Instrument 6,0,0,0,0,0,0,0,303,-89,-1252,1443,-94,311.00,25.92,0.00,1443,-1252,0.00,0.00,214.00,97.00,0.00,0.00,71.33,32.33,0.00,0.00,311.00,44.43
Hospital 598,Region 1,District 18,Instrument 7,18141,17663,16763,0,227,130,129,129,129,734,710,22079,76834.00,6402.83,468.50,22079,0,52567.00,357.00,387.00,23523.00,17522.33,119.00,129.00,7841.00,52924.00,8820.67,23910.00,3434.29
Hospital 598,Region 1,District 19,Instrument 1,0,24,23,23,27,1041,1131,1043,1063,992,1272,1099,7738.00,644.83,1016.50,1272,0,47.00,1091.00,3237.00,3363.00,15.67,363.67,1079.00,1121.00,1138.00,189.67,6600.00,1091.57
Hospital 598,Region 1,District 19,Instrument 2,9236,8803,-997,6333,-9724,3265,7992,10977,10097,11677,17850,13144,88653.00,7387.75,9019.50,17850,-9724,17042.00,-126.00,29066.00,42671.00,5680.67,-42.00,9688.67,14223.67,16916.00,2819.33,71737.00,10714.57
Hospital 598,Region 1,District 19,Instrument 5,10,11,12,12,17,11,12,11,12,12,16,15,151.00,12.58,12.00,17,10,33.00,40.00,35.00,43.00,11.00,13.33,11.67,14.33,73.00,12.17,78.00,12.71
Hospital 598,Region 1,District 19,Instrument 7,4702,6577,8161,7679,5882,0,0,0,8775,1454,1454,1454,46138.00,3844.83,3078.00,8775,0,19440.00,13561.00,8775.00,4362.00,6480.00,4520.33,2925.00,1454.00,33001.00,5500.17,13137.00,1876.71
Hospital 598,Region 1,District 2,Instrument 1,7779,7945,7104,7066,6971,6596,5525,4393,3867,3877,3516,3076,67715.00,5642.92,6060.50,7945,3076,22828.00,20633.00,13785.00,10469.00,7609.33,6877.67,4595.00,3489.67,43461.00,7243.50,24254.00,4407.14
Hospital 598,Region 1,District 2,Instrument 2,77791,79444,71128,67925,67056,65957,55248,43927,38663,38771,34925,30761,671596.00,55966.33,60602.50,79444,30761,228363.00,200938.00,137838.00,104457.00,76121.00,66979.33,45946.00,34819.00,429301.00,71550.17,242295.00,44036.00
Hospital 598,Region 1,District 2,Instrument 3,2813,2642,2527,2424,2314,2235,2074,1446,1133,1092,1080,1086,22866.00,1905.50,2154.50,2813,1080,7982.00,6973.00,4653.00,3258.00,2660.67,2324.33,1551.00,1086.00,14955.00,2492.50,7911.00,1449.43
Hospital 598,Region 1,District 2,Instrument 4,2,0,2,2,2,2,3,2,2,2,2,2,23.00,1.92,2.00,3,0,4.00,6.00,7.00,6.00,1.33,2.00,2.33,2.00,10.00,1.67,13.00,2.14
Hospital 598,Region 1,District 2,Instrument 6,24,23,24,16,28,23,17,23,25,35,30,29,297.00,24.75,24.00,35,16,71.00,67.00,65.00,94.00,23.67,22.33,21.67,31.33,138.00,23.00,159.00,26.00
Hospital 598,Region 1,District 2,Instrument 8,326,362,337,296,313,313,313,283,299,262,246,246,3596.00,299.67,306.00,362,246,1025.00,922.00,895.00,754.00,341.67,307.33,298.33,251.33,1947.00,324.50,1649.00,280.29
Hospital 598,Region 1,District 20,Instrument 1,10285,9,10499,5,0,0,10772,0,10321,4,11013,-303,52605.00,4383.75,7.00,11013,-303,20793.00,5.00,21093.00,10714.00,6931.00,1.67,7031.00,3571.33,20798.00,3466.33,31807.00,4543.86
Hospital 598,Region 1,District 20,Instrument 2,139122,124,142007,68,145481,0,145571,0,139471,53,148819,-4096,856620.00,71385.00,69623.00,148819,-4096,281253.00,145549.00,285042.00,144776.00,93751.00,48516.33,95014.00,48258.67,426802.00,71133.67,429818.00,61402.57
Hospital 598,Region 1,District 20,Instrument 3,43489,0,45807,0,43741,0,47292,0,43765,0,43138,0,267232.00,22269.33,21569.00,47292,0,89296.00,43741.00,91057.00,43138.00,29765.33,14580.33,30352.33,14379.33,133037.00,22172.83,134195.00,19170.71
Hospital 598,Region 1,District 20,Instrument 6,2132,0,137,0,239,0,-967,0,112,0,178,80,1911.00,159.25,40.00,2132,-967,2269.00,239.00,-855.00,258.00,756.33,79.67,-285.00,86.00,2508.00,418.00,-597.00,-85.29
Hospital 598,Region 1,District 20,Instrument 7,4171,0,3793,0,3010,0,3100,0,2943,0,3127,0,20144.00,1678.67,1471.50,4171,0,7964.00,3010.00,6043.00,3127.00,2654.67,1003.33,2014.33,1042.33,10974.00,1829.00,9170.00,1310.00
Hospital 598,Region 1,District 20,Instrument 8,0,0,0,0,0,0,0,0,0,0,10,0,10.00,0.83,0.00,10,0,0.00,0.00,0.00,10.00,0.00,0.00,0.00,3.33,0.00,0.00,10.00,1.43
