Hospital_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average,Hospital_employees,Annual_Projected_Revenue,Buy_or_not
Hospital 117,District 13,Instrument 1,232,224,215,235,203,0,0,0,0,0,0,0,1109,92.42,0,235,0,671,438,0,0,223.67,146,0,0,1109,0,184.83,0,447,0,0
Hospital 117,District 13,Instrument 4,479,436,466,582,478,0,0,0,0,0,0,0,2441,203.42,0,582,0,1381,1060,0,0,460.33,353.33,0,0,2441,0,406.83,0,447,0,0
Hospital 117,District 13,Instrument 8,0,0,0,0,0,0,210,204,206,205,200,210,1235,102.92,100,210,0,0,0,620,615,0,0,206.67,205,0,1235,0,176.43,447,0,0
Hospital 117,District 17,Instrument 1,14,24,21,19,18,20,20,16,16,15,17,7,207,17.25,17.5,24,7,59,57,52,39,19.67,19,17.33,13,116,91,19.33,15.86,203,0,0
Hospital 117,District 17,Instrument 3,8,8,8,8,8,0,0,0,0,0,0,0,40,3.33,0,8,0,24,16,0,0,8,5.33,0,0,40,0,6.67,0,203,0,0
Hospital 117,District 19,Instrument 1,74,78,68,65,59,74,90,93,96,93,109,96,995,82.92,84,109,59,220,198,279,298,73.33,66,93,99.33,418,577,69.67,93,110,0,0
Hospital 117,District 19,Instrument 15,2139,0,0,8098,3229,0,2384,3133,10945,22387,3236,2948,58499,4874.92,3040.5,22387,0,2139,11327,16462,28571,713,3775.67,5487.33,9523.67,13466,45033,2244.33,6433.29,110,0,0
Hospital 117,District 19,Instrument 2,2245,1896,1821,1826,1600,2448,2194,2211,2154,2195,2145,2315,25050,2087.5,2174,2448,1600,5962,5874,6559,6655,1987.33,1958,2186.33,2218.33,11836,13214,1972.67,2237.43,110,0,0
Hospital 117,District 19,Instrument 7,3191,1689,972,718,770,0,0,0,0,0,0,0,7340,611.67,0,3191,0,5852,1488,0,0,1950.67,496,0,0,7340,0,1223.33,0,110,0,0
Hospital 117,District 20,Instrument 1,5,32,8,32,0,36,6,44,0,48,0,43,254,21.17,20,48,0,45,68,50,91,15,22.67,16.67,30.33,113,141,18.83,25.29,488,0,0
Hospital 117,District 20,Instrument 6,17,0,0,0,0,0,0,0,0,0,0,0,17,1.42,0,17,0,17,0,0,0,5.67,0,0,0,17,0,2.83,0,488,0,0
Hospital 117,District 20,Instrument 7,3,2,5,0,5,0,4,4,0,5,0,5,33,2.75,3.5,5,0,10,5,8,10,3.33,1.67,2.67,3.33,15,18,2.5,2.57,488,0,0
Hospital 117,District 28,Instrument 1,317,285,287,258,333,332,296,268,300,278,324,0,3278,273.17,291.5,333,0,889,923,864,602,296.33,307.67,288,200.67,1812,1466,302,256.86,929,0,0
Hospital 117,District 28,Instrument 2,9149,8761,9585,8744,8743,9286,9352,8573,7970,11452,10430,10949,112994,9416.17,9217.5,11452,7970,27495,26773,25895,32831,9165,8924.33,8631.67,10943.67,54268,58726,9044.67,9716,929,0,0
Hospital 117,District 28,Instrument 3,675,688,681,675,734,709,771,766,651,951,708,732,8741,728.42,708.5,951,651,2044,2118,2188,2391,681.33,706,729.33,797,4162,4579,693.67,755.43,929,0,0
Hospital 117,District 28,Instrument 4,63,-30,12,-4,0,0,0,0,0,0,0,0,41,3.42,0,63,-30,45,-4,0,0,15,-1.33,0,0,41,0,6.83,0,929,0,0
Hospital 117,District 28,Instrument 5,1549,1618,1965,1701,1831,1888,1834,1745,1807,1722,2055,0,19715,1642.92,1776,2055,0,5132,5420,5386,3777,1710.67,1806.67,1795.33,1259,10552,9163,1758.67,1578.71,929,0,0
Hospital 117,District 28,Instrument 6,883,792,1012,465,1043,973,869,321,162,-1442,-3061,0,2017,168.08,628.5,1043,-3061,2687,2481,1352,-4503,895.67,827,450.67,-1501,5168,-3151,861.33,-311.14,929,0,0
Hospital 117,District 28,Instrument 8,8,9,10,9,9,10,9,9,9,9,10,9,110,9.17,9,10,8,27,28,27,28,9,9.33,9,9.33,55,55,9.17,9.29,929,0,0
Hospital 117,District 35,Instrument 2,2,2,86,48,32,37,285,82,82,82,82,82,902,75.17,82,285,2,90,117,449,246,30,39,149.67,82,207,695,34.5,104.57,22,0,0
Hospital 117,District 41,Instrument 1,2,2,3,3,2,2,3,3,3,3,3,2,31,2.58,3,3,2,7,7,9,8,2.33,2.33,3,2.67,14,17,2.33,2.71,29,0,0
Hospital 117,District 41,Instrument 2,76,76,57,87,85,105,95,72,79,81,109,129,1051,87.58,83,129,57,209,277,246,319,69.67,92.33,82,106.33,486,565,81,95.71,29,0,0
Hospital 117,District 41,Instrument 3,15,15,2,6,9,9,22,3,14,6,2,22,125,10.42,9,22,2,32,24,39,30,10.67,8,13,10,56,69,9.33,11.14,29,0,0
Hospital 1170,District 13,Instrument 1,265,496,887,916,1384,0,0,0,0,0,0,0,3948,329,0,1384,0,1648,2300,0,0,549.33,766.67,0,0,3948,0,658,0,24,0,0
Hospital 1170,District 13,Instrument 3,289,290,304,266,266,373,283,219,259,279,622,172,3622,301.83,281,622,172,883,905,761,1073,294.33,301.67,253.67,357.67,1788,1834,298,315.29,24,0,0
Hospital 1170,District 13,Instrument 4,360,303,287,321,282,0,0,0,0,0,0,0,1553,129.42,0,360,0,950,603,0,0,316.67,201,0,0,1553,0,258.83,0,24,0,0
Hospital 1170,District 13,Instrument 8,0,0,0,0,0,0,53,53,53,53,53,53,318,26.5,26.5,53,0,0,0,159,159,0,0,53,53,0,318,0,45.43,24,0,0
Hospital 1170,District 16,Instrument 2,76,70,71,69,84,84,68,68,68,97,78,78,911,75.92,73.5,97,68,217,237,204,253,72.33,79,68,84.33,454,457,75.67,77.29,3,0,0
Hospital 1170,District 18,Instrument 1,620,511,542,576,645,550,544,539,592,578,575,531,6803,566.92,562.5,645,511,1673,1771,1675,1684,557.67,590.33,558.33,561.33,3444,3359,574,558.43,216,0,0
Hospital 1170,District 18,Instrument 2,4974,4178,4407,4684,5161,4761,4838,4680,4942,4919,4906,5305,57755,4812.92,4872,5305,4178,13559,14606,14460,15130,4519.67,4868.67,4820,5043.33,28165,29590,4694.17,4907.29,216,0,0
Hospital 1170,District 18,Instrument 3,0,0,0,0,0,0,0,-291,-261,-31,-62,-327,-972,-81,0,0,-327,0,0,-552,-420,0,0,-184,-140,0,-972,0,-138.86,216,0,0
Hospital 1170,District 18,Instrument 4,14,13,12,11,12,11,11,0,0,0,0,0,84,7,11,14,0,39,34,11,0,13,11.33,3.67,0,73,11,12.17,3.14,216,0,0
Hospital 1170,District 18,Instrument 6,0,0,0,0,0,0,0,55,-17,-242,302,-20,78,6.5,0,302,-242,0,0,38,40,0,0,12.67,13.33,0,78,0,11.14,216,0,0
Hospital 1170,District 20,Instrument 1,0,102,0,105,0,78,0,77,0,79,0,95,536,44.67,38.5,105,0,102,183,77,174,34,61,25.67,58,285,251,47.5,47,11,0,0
Hospital 1170,District 20,Instrument 6,0,0,0,0,0,33,0,0,0,0,0,0,33,2.75,0,33,0,0,33,0,0,0,11,0,0,33,0,5.5,4.71,11,0,0
Hospital 1170,District 40,Instrument 2,45,45,60,60,60,60,60,58,58,58,58,58,680,56.67,58,60,45,150,180,176,174,50,60,58.67,58,330,350,55,58.57,47,0,0
Hospital 1170,District 45,Instrument 3,3,8,8,8,8,8,8,27,8,8,8,3,105,8.75,8,27,3,19,24,43,19,6.33,8,14.33,6.33,43,62,7.17,10,24,0,0
Hospital 1170,District 6,Instrument 2,0,0,0,0,2118,2475,2034,2022,2171,1457,1411,1630,15318,1276.5,1543.5,2475,0,0,4593,6227,4498,0,1531,2075.67,1499.33,4593,10725,765.5,1885.71,47,0,0
Hospital 1171,District 45,Instrument 2,179,172,163,158,159,201,276,258,250,253,249,246,2564,213.67,223.5,276,158,514,518,784,748,171.33,172.67,261.33,249.33,1032,1532,172,247.57,68,0,0
Hospital 1171,District 45,Instrument 3,43,45,45,46,55,24,30,8,24,22,22,22,386,32.17,27,55,8,133,125,62,66,44.33,41.67,20.67,22,258,128,43,21.71,68,0,0
Hospital 1172,District 18,Instrument 1,41,40,37,37,36,33,38,40,37,35,29,40,443,36.92,37,41,29,118,106,115,104,39.33,35.33,38.33,34.67,224,219,37.33,36,45,0,0
Hospital 1172,District 18,Instrument 2,657,647,584,561,563,588,635,611,569,591,632,620,7258,604.83,601,657,561,1888,1712,1815,1843,629.33,570.67,605,614.33,3600,3658,600,606.57,45,0,0
Hospital 1172,District 18,Instrument 3,0,0,0,0,0,0,0,4,3,-2,-3,-1,1,0.08,0,4,-3,0,0,7,-6,0,0,2.33,-2,0,1,0,0.14,45,0,0
Hospital 1172,District 18,Instrument 6,0,0,0,0,0,0,0,8,-2,-29,39,-3,13,1.08,0,39,-29,0,0,6,7,0,0,2,2.33,0,13,0,1.86,45,0,0
Hospital 1173,District 12,Instrument 2,4027,4073,4091,4368,4325,898,0,10154,4311,4787,4423,4965,50422,4201.83,4318,10154,0,12191,9591,14465,14175,4063.67,3197,4821.67,4725,21782,28640,3630.33,4219.71,505,0,0
Hospital 1173,District 12,Instrument 3,1153,923,923,922,926,904,0,1549,918,924,922,0,10064,838.67,922.5,1549,0,2999,2752,2467,1846,999.67,917.33,822.33,615.33,5751,4313,958.5,745.29,505,0,0
Hospital 1173,District 13,Instrument 1,3,1,2,2,1,0,0,0,0,0,0,0,9,0.75,0,3,0,6,3,0,0,2,1,0,0,9,0,1.5,0,236,0,0
Hospital 1173,District 13,Instrument 3,32,34,32,38,76,146,492,400,607,83,702,268,2910,242.5,114.5,702,32,98,260,1499,1053,32.67,86.67,499.67,351,358,2552,59.67,385.43,236,0,0
Hospital 1173,District 13,Instrument 4,1328,1348,1130,1228,974,0,0,0,0,0,0,0,6008,500.67,0,1348,0,3806,2202,0,0,1268.67,734,0,0,6008,0,1001.33,0,236,0,0
Hospital 1173,District 13,Instrument 5,0,0,0,0,0,0,0,0,0,0,0,-842,-842,-70.17,0,0,-842,0,0,0,-842,0,0,0,-280.67,0,-842,0,-120.29,236,0,0
Hospital 1173,District 18,Instrument 1,16,24,21,27,22,63,59,66,59,58,52,47,514,42.83,49.5,66,16,61,112,184,157,20.33,37.33,61.33,52.33,173,341,28.83,57.71,65,0,0
Hospital 1173,District 18,Instrument 2,149,253,208,217,208,521,560,466,139,524,463,361,4069,339.08,307,560,139,610,946,1165,1348,203.33,315.33,388.33,449.33,1556,2513,259.33,433.43,65,0,0
Hospital 1173,District 18,Instrument 3,0,0,0,0,0,0,0,525,762,443,685,692,3107,258.92,0,762,0,0,0,1287,1820,0,0,429,606.67,0,3107,0,443.86,65,0,0
Hospital 1173,District 18,Instrument 4,103,130,120,183,110,541,357,0,0,0,0,0,1544,128.67,106.5,541,0,353,834,357,0,117.67,278,119,0,1187,357,197.83,128.29,65,0,0
Hospital 1173,District 18,Instrument 6,0,0,0,0,0,0,0,13,-4,-48,71,-5,27,2.25,0,71,-48,0,0,9,18,0,0,3,6,0,27,0,3.86,65,0,0
Hospital 1173,District 20,Instrument 1,1,0,1,0,0,0,1,0,1,0,0,0,4,0.33,0,1,0,2,0,2,0,0.67,0,0.67,0,2,2,0.33,0.29,96,0,0
Hospital 1173,District 20,Instrument 2,9,2,8,0,8,0,9,0,7,0,4,0,47,3.92,3,9,0,19,8,16,4,6.33,2.67,5.33,1.33,27,20,4.5,2.86,96,0,0
Hospital 1173,District 20,Instrument 3,20,7,20,0,27,0,26,0,38,0,21,0,159,13.25,13.5,38,0,47,27,64,21,15.67,9,21.33,7,74,85,12.33,12.14,96,0,0
Hospital 1173,District 20,Instrument 6,0,103,0,4,0,4,0,4,0,4,0,4,123,10.25,2,103,0,103,8,4,8,34.33,2.67,1.33,2.67,111,12,18.5,2.29,96,0,0
Hospital 1173,District 28,Instrument 1,2687,2279,2300,1937,2456,2499,2257,2130,2170,1971,3464,0,26150,2179.17,2268,3464,0,7266,6892,6557,5435,2422,2297.33,2185.67,1811.67,14158,11992,2359.67,2070.14,6611,0,0
Hospital 1173,District 28,Instrument 5,5052,1761,1952,1528,1951,2134,1751,1800,1774,1711,1849,0,23263,1938.58,1787,5052,0,8765,5613,5325,3560,2921.67,1871,1775,1186.67,14378,8885,2396.33,1574.14,6611,0,0
Hospital 1173,District 28,Instrument 6,-173,-298,668,1382,163,-22,-937,-71,-379,-2,137,0,468,39,-12,1382,-937,197,1523,-1387,135,65.67,507.67,-462.33,45,1720,-1252,286.67,-182,6611,0,0
Hospital 1173,District 28,Instrument 7,0,3234,75629,3234,3234,78863,3234,5520,78863,3234,3234,80159,338438,28203.17,3234,80159,0,78863,85331,87617,86627,26287.67,28443.67,29205.67,28875.67,164194,174244,27365.67,36158.14,6611,0,0
Hospital 1173,District 29,Instrument 4,0,0,0,0,0,0,0,191,211,883,0,90,1375,114.58,0,883,0,0,0,402,973,0,0,134,324.33,0,1375,0,196.43,1262,0,0
Hospital 1173,District 48,Instrument 2,97,70,75,57,53,0,0,0,0,0,0,0,352,29.33,0,97,0,242,110,0,0,80.67,36.67,0,0,352,0,58.67,0,1408,0,0
Hospital 1173,District 48,Instrument 3,489,888,924,889,903,0,0,0,0,0,0,0,4093,341.08,0,924,0,2301,1792,0,0,767,597.33,0,0,4093,0,682.17,0,1408,0,0
Hospital 1174,District 12,Instrument 2,93,134,95,106,-22,-6,0,0,0,0,0,-1,399,33.25,0,134,-22,322,78,0,-1,107.33,26,0,-0.33,400,-1,66.67,-1,154,0,0
Hospital 1174,District 13,Instrument 1,2780,2854,2907,3059,2867,0,0,0,0,0,0,0,14467,1205.58,0,3059,0,8541,5926,0,0,2847,1975.33,0,0,14467,0,2411.17,0,11049,0,0
Hospital 1174,District 13,Instrument 4,14976,45085,42686,43366,40937,0,0,0,0,0,0,0,187050,15587.5,0,45085,0,102747,84303,0,0,34249,28101,0,0,187050,0,31175,0,11049,0,0
Hospital 1174,District 17,Instrument 1,30,33,31,27,36,23,24,25,26,28,29,9,321,26.75,27.5,36,9,94,86,75,66,31.33,28.67,25,22,180,141,30,23.43,81,0,0
Hospital 1174,District 18,Instrument 1,77,73,91,65,70,97,59,50,51,47,41,37,758,63.17,62,97,37,241,232,160,125,80.33,77.33,53.33,41.67,473,285,78.83,54.57,320,0,0
Hospital 1174,District 18,Instrument 3,0,0,0,0,0,0,0,-16,27,-25,50,-49,-13,-1.08,0,50,-49,0,0,11,-24,0,0,3.67,-8,0,-13,0,-1.86,320,0,0
Hospital 1174,District 18,Instrument 4,138,52,121,109,37,13,31,0,0,0,0,0,501,41.75,22,138,0,311,159,31,0,103.67,53,10.33,0,470,31,78.33,6.29,320,0,0
Hospital 1174,District 18,Instrument 6,0,0,0,0,0,0,0,9,-3,-36,52,-3,19,1.58,0,52,-36,0,0,6,13,0,0,2,4.33,0,19,0,2.71,320,0,0
Hospital 1174,District 20,Instrument 1,0,151,0,130,0,164,0,138,0,117,0,91,791,65.92,45.5,164,0,151,294,138,208,50.33,98,46,69.33,445,346,74.17,72.86,170,0,0
Hospital 1174,District 20,Instrument 6,0,33,0,66,0,0,0,0,0,0,0,0,99,8.25,0,66,0,33,66,0,0,11,22,0,0,99,0,16.5,0,170,0,0
Hospital 1174,District 29,Instrument 2,0,0,0,0,0,0,0,0,0,0,6064,411,6475,539.58,0,6064,0,0,0,0,6475,0,0,0,2158.33,0,6475,0,925,11,0,0
Hospital 1174,District 29,Instrument 3,0,0,0,0,0,0,0,0,0,0,337,24,361,30.08,0,337,0,0,0,0,361,0,0,0,120.33,0,361,0,51.57,11,0,0
Hospital 1174,District 29,Instrument 4,0,0,0,0,0,0,0,0,0,0,206,14,220,18.33,0,206,0,0,0,0,220,0,0,0,73.33,0,220,0,31.43,11,0,0
Hospital 1174,District 29,Instrument 5,0,0,0,0,0,0,0,0,0,0,160,211,371,30.92,0,211,0,0,0,0,371,0,0,0,123.67,0,371,0,53,11,0,0
Hospital 1174,District 3,Instrument 2,2036,1796,1795,1545,1724,1689,1745,2865,1772,1315,1373,1793,21448,1787.33,1758.5,2865,1315,5627,4958,6382,4481,1875.67,1652.67,2127.33,1493.67,10585,10863,1764.17,1793.14,95,0,0
Hospital 1174,District 35,Instrument 2,113,163,1132,957,1245,1208,1240,991,991,991,991,991,11013,917.75,991,1245,113,1408,3410,3222,2973,469.33,1136.67,1074,991,4818,6195,803,1057.57,506,0,0
Hospital 1174,District 37,Instrument 3,144,1193,168,371,156,159,200,960,669,189,155,174,4538,378.17,181.5,1193,144,1505,686,1829,518,501.67,228.67,609.67,172.67,2191,2347,365.17,358,43,0,0
Hospital 1174,District 39,Instrument 1,48,40,34,32,37,54,71,59,67,79,100,85,706,58.83,56.5,100,32,122,123,197,264,40.67,41,65.67,88,245,461,40.83,73.57,2,0,0
Hospital 1174,District 39,Instrument 4,47,53,99,80,101,74,229,111,124,217,187,240,1562,130.17,106,240,47,199,255,464,644,66.33,85,154.67,214.67,454,1108,75.67,168.86,2,0,0
Hospital 1174,District 4,Instrument 2,3009,3521,3284,3326,3595,4086,3642,3754,3124,3631,3824,3955,42751,3562.58,3613,4086,3009,9814,11007,10520,11410,3271.33,3669,3506.67,3803.33,20821,21930,3470.17,3716.57,586,0,0
Hospital 1174,District 44,Instrument 2,586,445,432,472,512,510,581,532,541,535,668,499,6313,526.08,522,668,432,1463,1494,1654,1702,487.67,498,551.33,567.33,2957,3356,492.83,552.29,287,0,0
Hospital 1174,District 44,Instrument 3,155,108,107,102,0,0,0,0,0,0,0,0,472,39.33,0,155,0,370,102,0,0,123.33,34,0,0,472,0,78.67,0,287,0,0
Hospital 1174,District 44,Instrument 7,968,952,1005,912,885,316,946,876,882,859,873,812,10286,857.17,883.5,1005,316,2925,2113,2704,2544,975,704.33,901.33,848,5038,5248,839.67,794.86,287,0,0
Hospital 1174,District 5,Instrument 2,358,232,232,224,293,256,284,247,274,277,245,264,3186,265.5,260,358,224,822,773,805,786,274,257.67,268.33,262,1595,1591,265.83,263.86,1,0,0
Hospital 1174,District 9,Instrument 2,0,201,0,50,50,50,50,50,50,50,50,50,651,54.25,50,201,0,201,150,150,150,67,50,50,50,351,300,58.5,50,1,0,0
Hospital 1175,District 1,Instrument 1,142,136,124,300,98,5,2,3,2,54,3,3,872,72.67,29.5,300,2,402,403,7,60,134,134.33,2.33,20,805,67,134.17,10.29,388,0,0
Hospital 1175,District 1,Instrument 2,1329,936,1109,-997,-122,-138,1031,1176,1131,999,622,1029,8105,675.42,1014,1329,-997,3374,-1257,3338,2650,1124.67,-419,1112.67,883.33,2117,5988,352.83,835.71,388,0,0
Hospital 1175,District 1,Instrument 3,0,0,0,0,0,0,186,1614,368,281,839,291,3579,298.25,93,1614,0,0,0,2168,1411,0,0,722.67,470.33,0,3579,0,511.29,388,0,0
Hospital 1175,District 1,Instrument 5,1842,0,0,0,0,0,0,0,0,0,0,0,1842,153.5,0,1842,0,1842,0,0,0,614,0,0,0,1842,0,307,0,388,0,0
Hospital 1175,District 1,Instrument 6,580,1398,833,3825,1222,1257,273,272,0,273,273,274,10480,873.33,427,3825,0,2811,6304,545,820,937,2101.33,181.67,273.33,9115,1365,1519.17,374.57,388,0,0
Hospital 1175,District 1,Instrument 8,0,0,0,735,734,611,0,0,0,0,0,0,2080,173.33,0,735,0,0,2080,0,0,0,693.33,0,0,2080,0,346.67,87.29,388,0,0
Hospital 1175,District 13,Instrument 1,258,266,269,287,222,0,0,0,0,0,0,0,1302,108.5,0,287,0,793,509,0,0,264.33,169.67,0,0,1302,0,217,0,565,0,0
Hospital 1175,District 13,Instrument 2,4152,3993,3590,3656,3242,3580,3478,3344,3057,3069,23196,3720,62077,5173.08,3585,23196,3057,11735,10478,9879,29985,3911.67,3492.67,3293,9995,22213,39864,3702.17,6206.29,565,0,0
Hospital 1175,District 13,Instrument 3,45,45,30,29,16,62,120,98,136,166,250,115,1112,92.67,80,250,16,120,107,354,531,40,35.67,118,177,227,885,37.83,135.29,565,0,0
Hospital 1175,District 13,Instrument 4,48,47,47,57,27,0,0,0,0,0,0,0,226,18.83,0,57,0,142,84,0,0,47.33,28,0,0,226,0,37.67,0,565,0,0
Hospital 1175,District 13,Instrument 5,46,52,60,28,12,48,12,34,48,10,55,457,862,71.83,47,457,10,158,88,94,522,52.67,29.33,31.33,174,246,616,41,94.86,565,0,0
Hospital 1175,District 13,Instrument 8,0,0,0,0,0,0,29,33,24,29,25,39,179,14.92,12,39,0,0,0,86,93,0,0,28.67,31,0,179,0,25.57,565,0,0
Hospital 1175,District 17,Instrument 1,0,0,0,0,0,0,44,51,46,0,0,0,141,11.75,0,51,0,0,0,141,0,0,0,47,0,0,141,0,20.14,1516,0,0
Hospital 1175,District 17,Instrument 2,7651,8008,8370,7853,8303,131,279,362,371,156,143,133,41760,3480,366.5,8370,131,24029,16287,1012,432,8009.67,5429,337.33,144,40316,1444,6719.33,225,1516,0,0
Hospital 1175,District 17,Instrument 8,0,0,0,0,0,8539,7974,9058,7756,7544,7816,9259,57946,4828.83,7650,9259,0,0,8539,24788,24619,0,2846.33,8262.67,8206.33,8539,49407,1423.17,8278,1516,0,0
Hospital 1175,District 20,Instrument 1,1,691,4,655,0,699,1,721,1,677,1,689,4140,345,329.5,721,0,696,1354,723,1367,232,451.33,241,455.67,2050,2090,341.67,398.43,34,0,0
Hospital 1175,District 20,Instrument 6,0,75,0,368,0,12,0,158,0,21,0,45,679,56.58,6,368,0,75,380,158,66,25,126.67,52.67,22,455,224,75.83,33.71,34,0,0
Hospital 1175,District 20,Instrument 7,0,548,0,547,0,563,0,605,0,618,0,624,3505,292.08,273.5,624,0,548,1110,605,1242,182.67,370,201.67,414,1658,1847,276.33,344.29,34,0,0
Hospital 1175,District 26,Instrument 1,13,11,9,11,8,5,2,3,4,4,2,3,75,6.25,4.5,13,2,33,24,9,9,11,8,3,3,57,18,9.5,3.29,8,0,0
Hospital 1175,District 26,Instrument 2,136,128,138,73,48,48,64,61,61,61,61,61,940,78.33,61,138,48,402,169,186,183,134,56.33,62,61,571,369,95.17,59.57,8,0,0
Hospital 1175,District 26,Instrument 7,48,26,3,12,46,43,0,0,0,0,0,0,178,14.83,1.5,48,0,77,101,0,0,25.67,33.67,0,0,178,0,29.67,6.14,8,0,0
Hospital 1175,District 3,Instrument 2,168487,173441,173441,144187,161230,165833,162500,160702,145594,137569,141828,152338,1887150,157262.5,160966,173441,137569,515369,471250,468796,431735,171789.67,157083.33,156265.33,143911.67,986619,900531,164436.5,152337.71,1731,0,0
Hospital 1175,District 34,Instrument 1,250,243,240,217,242,249,263,254,245,250,296,184,2933,244.42,247,296,184,733,708,762,730,244.33,236,254,243.33,1441,1492,240.17,248.71,3263,0,0
Hospital 1175,District 38,Instrument 2,119,160,159,0,165,181,185,115,249,87,97,152,1669,139.08,155.5,249,0,438,346,549,336,146,115.33,183,112,784,885,130.67,152.29,398,0,0
Hospital 1175,District 5,Instrument 2,12142,10331,10331,9546,10166,10345,10962,11145,9265,9288,9074,10013,122608,10217.33,10248.5,12142,9074,32804,30057,31372,28375,10934.67,10019,10457.33,9458.33,62861,59747,10476.83,10013.14,840,0,0
Hospital 1175,District 7,Instrument 2,18788,19574,19574,15006,15314,14687,14553,14370,14400,14020,15080,14518,189884,15823.67,14846.5,19574,14020,57936,45007,43323,43618,19312,15002.33,14441,14539.33,102943,86941,17157.17,14518.29,653,0,0
Hospital 1175,District 8,Instrument 1,76,35,407,447,347,0,0,0,0,0,0,0,1312,109.33,0,447,0,518,794,0,0,172.67,264.67,0,0,1312,0,218.67,0,1434,0,0
Hospital 1175,District 8,Instrument 6,4440,4356,4758,4093,4247,0,0,0,0,0,0,0,21894,1824.5,0,4758,0,13554,8340,0,0,4518,2780,0,0,21894,0,3649,0,1434,0,0
Hospital 1176,District 12,Instrument 2,10,12,9,10,10,9,9,10,16840,16749,15933,8258,57859,4821.58,10,16840,9,31,29,16859,40940,10.33,9.67,5619.67,13646.67,60,57799,10,8258.29,352,0,0
Hospital 1176,District 12,Instrument 3,0,0,0,0,0,0,0,0,843,843,840,0,2526,210.5,0,843,0,0,0,843,1683,0,0,281,561,0,2526,0,360.86,352,0,0
Hospital 1176,District 12,Instrument 8,0,0,0,0,0,0,0,0,44,112,43,0,199,16.58,0,112,0,0,0,44,155,0,0,14.67,51.67,0,199,0,28.43,352,0,0
Hospital 1177,District 12,Instrument 2,714,716,706,422,743,782,636,642,2,2,2,555,5922,493.5,639,782,2,2136,1947,1280,559,712,649,426.67,186.33,4083,1839,680.5,374.43,45173,0,0
Hospital 1177,District 12,Instrument 3,1645,1497,1449,1472,1473,180,162,231,231,231,231,0,8802,733.5,231,1645,0,4591,3125,624,462,1530.33,1041.67,208,154,7716,1086,1286,180.86,45173,0,0
Hospital 1177,District 13,Instrument 1,1696,1564,1518,1785,1543,0,0,0,0,0,0,0,8106,675.5,0,1785,0,4778,3328,0,0,1592.67,1109.33,0,0,8106,0,1351,0,1040,0,0
Hospital 1177,District 13,Instrument 4,894,944,989,938,1254,0,0,0,0,0,0,0,5019,418.25,0,1254,0,2827,2192,0,0,942.33,730.67,0,0,5019,0,836.5,0,1040,0,0
Hospital 1177,District 13,Instrument 8,255,255,246,270,266,0,1330,1336,1331,1347,1304,1281,9221,768.42,775.5,1347,0,756,536,3997,3932,252,178.67,1332.33,1310.67,1292,7929,215.33,1132.71,1040,0,0
Hospital 1177,District 18,Instrument 1,229,227,241,240,248,246,261,243,220,207,172,166,2700,225,234.5,261,166,697,734,724,545,232.33,244.67,241.33,181.67,1431,1269,238.5,216.43,21,0,0
Hospital 1177,District 18,Instrument 2,2288,2308,2499,2500,2661,2824,3045,2235,2599,2644,2584,2657,30844,2570.33,2591.5,3045,2235,7095,7985,7879,7885,2365,2661.67,2626.33,2628.33,15080,15764,2513.33,2655.43,21,0,0
Hospital 1177,District 18,Instrument 3,0,0,0,0,0,0,0,549,-23,-127,-36,-30,333,27.75,0,549,-127,0,0,526,-193,0,0,175.33,-64.33,0,333,0,47.57,21,0,0
Hospital 1177,District 18,Instrument 4,77,133,54,85,49,61,47,0,0,0,0,0,506,42.17,48,133,0,264,195,47,0,88,65,15.67,0,459,47,76.5,15.43,21,0,0
Hospital 1177,District 18,Instrument 5,14,13,13,14,14,15,13,11,0,0,0,0,107,8.92,13,15,0,40,43,24,0,13.33,14.33,8,0,83,24,13.83,5.57,21,0,0
Hospital 1177,District 18,Instrument 6,0,0,0,0,0,0,0,36,-10,-131,161,-11,45,3.75,0,161,-131,0,0,26,19,0,0,8.67,6.33,0,45,0,6.43,21,0,0
Hospital 1177,District 20,Instrument 1,359,0,330,0,0,0,379,0,348,0,404,0,1820,151.67,0,404,0,689,0,727,404,229.67,0,242.33,134.67,689,1131,114.83,161.57,12484,0,0
Hospital 1177,District 20,Instrument 6,24,0,-2190,0,24,0,24,0,24,0,90,0,-2004,-167,0,90,-2190,-2166,24,48,90,-722,8,16,30,-2142,138,-357,19.71,12484,0,0
Hospital 1177,District 20,Instrument 7,0,0,0,0,39,0,656,0,804,0,804,0,2303,191.92,0,804,0,0,39,1460,804,0,13,486.67,268,39,2264,6.5,323.43,12484,0,0
Hospital 1177,District 28,Instrument 1,61,18,18,16,19,27,24,23,27,26,80,0,339,28.25,23.5,80,0,97,62,74,106,32.33,20.67,24.67,35.33,159,180,26.5,29.57,17290,0,0
Hospital 1177,District 28,Instrument 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17290,0,0
